ID	Node	Type
47512	JPIJQSOTBSSVTP-STHAYSLISA-N	Drug
47513	JPLKQMQCWCMVJA-UHFFFAOYSA-N	Drug
47514	JPNNNEKRFYTZIM-UOTSIJEJSA-N	Drug
47515	JPIJQSOTBSSVTP-PWNYCUMCSA-M	Drug
47516	JPNPIRVRGLGTRE-YSKCIPFOSA-N	Drug
47517	JPNRPAJITHRXRH-UHFFFAOYSA-N	Drug
47518	JPOQZCHGOTWRTM-FQPOAREZSA-N	Drug
47519	JPORODSDRFILJS-NDMOPXGISA-N	Drug
47520	JPOSRDXMWOPQOV-LFIBNONCSA-N	Drug
47521	JPOSZEKFNLCUKY-UHFFFAOYSA-N	Drug
47522	JPOWATJMWPWDGL-IHSGEKPDSA-N	Drug
47523	JPNRPAJITHRXRH-BQBZGAKWSA-N	Drug
47524	JPJPEWLGJVCQDS-UHFFFAOYSA-N	Drug
47525	JPIJQSOTBSSVTP-HRFVKAFMSA-N	Drug
47526	JPIJQSOTBSSVTP-GBXIJSLDSA-M	Drug
47527	JPJWIAYMFHOJRY-YWZLYKJASA-N	Drug
47528	JPKBHIBVUXBFSZ-UHFFFAOYSA-N	Drug
47529	JPKBXLDXYCGYJW-UHFFFAOYSA-N	Drug
47530	JPKJEQMJEKKOJN-SAEPALGJSA-N	Drug
47531	JPKKMFOXWKNEEN-UHFFFAOYSA-N	Drug
47532	JPKMENBYEXXYOZ-BILDVAMGSA-N	Drug
47533	JPIJQSOTBSSVTP-GBXIJSLDSA-N	Drug
47534	JPKNLFVGUZRHOB-YUMQZZPRSA-N	Drug
47535	JPKVJHFTLRHPOD-TXPKVOOTSA-N	Drug
47536	JPKXVUNTSWGYKJ-SFHVURJKSA-N	Drug
47537	JPIVCPBXODHXIG-SCMIYNSNSA-N	Drug
47538	JPIUWRVPCMVEFM-JCLYDMDCSA-N	Drug
47539	JPIJQSOTBSSVTP-UHFFFAOYSA-N	Drug
47540	JPIFTXIQTRSCHI-PMNWDOBQSA-N	Drug
47541	JPKPHLVETUEKFT-UHFFFAOYSA-N	Drug
47542	JSHSCUURHCKUTD-UENMGSEJSA-N	Drug
47543	JSHVBRIPINRJRD-WOUMZJHPSA-N	Drug
47544	JSHVMZANPXCDTL-GMOBBJLQSA-N	Drug
47545	JSRNYIMBTMGRPM-DEOSSOPVSA-N	Drug
47546	JSRXKUDJDNEKAW-NTQPJNNGSA-N	Drug
47547	JSRZDPROOJRCNF-UHFFFAOYSA-N	Drug
47548	JSSCFAOMJYSWJY-UHFFFAOYSA-N	Drug
47549	JSUDNGPWAXYETN-ZBRFXRBCSA-N	Drug
47550	JSUHTSLZPODQEH-UHFFFAOYSA-N	Drug
47551	JSRLJPSBLDHEIO-SHYZEUOFSA-L	Drug
47552	JSUSGWOUEVOMBB-UHFFFAOYSA-O	Drug
47553	JSVJSIBNAWXLCR-UHFFFAOYSA-N	Drug
47554	JSVJUAWJQBUWJW-VZJKPVBPSA-N	Drug
47555	JSVPGVHCEQDJCZ-VGEHDTSWSA-N	Drug
47556	JSVPJXYQXDNLRD-NSCUIBACSA-N	Drug
47557	JSVPUGSZZUAPSX-UJIDSKHPSA-N	Drug
47558	JSVRKOTVDFJIKS-QMMBQJITSA-N	Drug
47559	JSUXCYMEGPVLPJ-UWERQBBWSA-N	Drug
47560	JSVUETHOXNPMDA-BLKLUFERSA-N	Drug
47561	JSRJHJSVFGCCLW-UHFFFAOYSA-N	Drug
47562	JSRBXIHVEPNVJQ-YRVVQQKDSA-N	Drug
47563	JSSIAXXILAGJKE-FOWTUZBSSA-N	Drug
47564	JSSJNSQEFWGMKR-HNNXBMFYSA-N	Drug
47565	JSSKAZULTFHXBH-UHFFFAOYSA-N	Drug
47566	JSSNFOHEHRIBDT-LICLKQGHSA-N	Drug
47567	JSSROPRCXOAGCW-BUTYCLJRSA-N	Drug
47568	JSSVCJYNHKRXQW-MFZOPHKMSA-N	Drug
47569	JSRBXSCKRHOJOA-MPUJPLSISA-N	Drug
47570	JSSXHAMIXJGYCS-BYPYZUCNSA-M	Drug
47571	JSSXHAMIXJGYCS-SCSAIBSYSA-M	Drug
47572	JSSXHAMIXJGYCS-SCSAIBSYSA-N	Drug
47573	JSSFRHLBNRCOAQ-KGAWMYLDSA-N	Drug
47574	JSSFFKOUDZCUSU-LJQANCHMSA-N	Drug
47575	JSRBXIHVEPNVJQ-MNVSYLFESA-N	Drug
47576	JSRBXIHVEPNVJQ-PJSUUKDQSA-N	Drug
47577	JSSXHAMIXJGYCS-BYPYZUCNSA-N	Drug
47578	JSSGFLRDNVXLHY-UHFFFAOYSA-N	Drug
47579	JSVXQGMYYQCELK-ISWKKUMKSA-N	Drug
47580	JSTMUVZUZPLTFI-OYAITDOQSA-N	Drug
47581	JSNWZMFSLIWAHS-HJGDQZAQSA-N	Drug
47582	JSOIQLMWACYOFN-UFKBWYCDSA-N	Drug
47583	JSOOHERMGHRAQI-WMJCWLERSA-N	Drug
47584	JSOPCSZTJHEWCM-LPOFKSSBSA-N	Drug
47585	JSOXWWFKRJKTMT-WOPDTQHZSA-N	Drug
47586	JSOXYCORCVOYKK-UHFFFAOYSA-N	Drug
47587	JSNRRGGBADWTMC-QINSGFPZSA-N	Drug
47588	JSPANIZMKMFECH-UHFFFAOYSA-L	Drug
47589	JSNIAKPKPNJUEP-UHUGAYFASA-N	Drug
47590	JSMMFPYLXREROD-BSHSJOOASA-N	Drug
47591	JSLZOKIUMIRTMY-XIFFEERXSA-N	Drug
47592	JSJWMSSGVMTDCV-NQNKBUKLSA-N	Drug
47593	JSJXIPXCQNHXJA-MRVPVSSYSA-N	Drug
47594	JSJYNNKQRRXXKP-UHFFFAOYSA-N	Drug
47595	JSNJWVUHVVIVLK-MOIPWTMGSA-N	Drug
47596	JSTLPXORCLRMLN-UHFFFAOYSA-N	Drug
47597	JSNRRGGBADWTMC-NTCAYCPXSA-N	Drug
47598	JSNNHGHYGYMVCK-XVKPBYJWSA-N	Drug
47599	JSTOGINWIJTJIQ-SSEXGKCCSA-N	Drug
47600	JSTOLLBVRXQYDF-UHFFFAOYSA-N	Drug
47601	JSTRQEVJCFDTEN-MXJLAFOSSA-N	Drug
47602	JSTRQEVJCFDTEN-SSKHTBMUSA-N	Drug
47603	JSTRQTLFANUPRM-MORNPNOVSA-N	Drug
47604	JSRBXIHVEPNVJQ-LRDNONRASA-N	Drug
47605	JSNPDAUBFGLASJ-UHFFFAOYSA-N	Drug
47606	JSTYGXQNHFJXJZ-WOUAZEOOSA-N	Drug
47607	JSTYUEOJPRFLHR-SCFUHWHPSA-M	Drug
47608	JSTYUEOJPRFLHR-SCFUHWHPSA-N	Drug
47609	JSTZMWXBGOXHSZ-CGHXCNIISA-N	Drug
47610	JSUDNGPWAXYETN-ZBRFXRBCSA-M	Drug
47611	JSRBXIHVEPNVJQ-LAPQFRIASA-N	Drug
47612	JSNLJCSMZZDASS-UPNJEQNISA-N	Drug
47613	JSTYGXQNHFJXJZ-YUNPFAOVSA-N	Drug
47614	JPQXACXLPZYWDI-MHPIHPPYSA-N	Drug
47615	JSSFRHLBNRCOAQ-QKAXFWGASA-N	Drug
47616	JRYYVMDEUJQWRO-UHFFFAOYSA-N	Drug
47617	JSCXVSJJZJIGJC-WTDIUWLJSA-N	Drug
47618	JSCZUPSIMWRJHP-KQQJSZDRSA-N	Drug
47619	JSBRVQBSSZUGDW-ZDHWLGKOSA-N	Drug
47620	JSBNEYNPYQFYNM-UHFFFAOYSA-J	Drug
47621	JRYZCWOROGUEPY-ZDYYWPHCSA-N	Drug
47622	JRZBEIPOZPNWID-KFZJALRRSA-N	Drug
47623	JSCWDKKMLIQCMR-CDHFTJPESA-N	Drug
47624	JRZBEIPOZPNWID-MIOCFURKSA-N	Drug
47625	JRZJOMJEPLMPRA-UHFFFAOYSA-N	Drug
47626	JRZMCSIUYGSJKP-ZKWXMUAHSA-N	Drug
47627	JRZNVBQRBLUDQU-ONEGZZNKSA-N	Drug
47628	JRZQVKOEUXXAPL-DZGCQCFKSA-N	Drug
47629	JRZVFIAPPQXNCE-HRTNZEMOSA-O	Drug
47630	JRZZGZUMLBSRII-XPRWOFODSA-M	Drug
47631	JRZGAAFGODYEEA-ATNXOXLHSA-N	Drug
47632	JRZZGZUMLBSRII-XPRWOFODSA-N	Drug
47633	JSCWDKKMLIQCMR-CDHFTJPESA-M	Drug
47634	JSCQSBGXKRTPHZ-SYKZHUKTSA-N	Drug
47635	JSHWXQIZOCVWIA-ZKWXMUAHSA-N	Drug
47636	JSIAMLSSHVWUIZ-UHFFFAOYSA-N	Drug
47637	JSICQLYEVMVRNL-NTEUORMPSA-N	Drug
47638	JSIGICUAXLIURX-CMDGGOBGSA-N	Drug
47639	JSIGICUAXLIURX-HJWRWDBZSA-N	Drug
47640	JSIJNCSVIGPGDV-UHFFFAOYSA-N	Drug
47641	JSCUZLUQVFQIII-UHFFFAOYSA-N	Drug
47642	JSIOTGHMQGLKET-MDZDMXLPSA-N	Drug
47643	JSIQVRIXMINMTA-ZDLURKLDSA-N	Drug
47644	JSISAJPIJBFDBD-UHFFFAOYSA-N	Drug
47645	JSBUKGAJQOVJAQ-FWXIESFESA-N	Drug
47646	JSBXKZFDEDBAQA-WUFIRYPCSA-N	Drug
47647	JSCKNKLLUFQKEX-UHFFFAOYSA-N	Drug
47648	JSCKUGMZWQEKEK-HLTVDCFTSA-O	Drug
47649	JSIQVRIXMINMTA-VPLCAKHXSA-N	Drug
47650	JSJWCHRYRHKBBW-UHFFFAOYSA-N	Drug
47651	JSANFJCENIDTSC-XSPVRDDTSA-N	Drug
47652	JSASWRWALCMOQP-UHFFFAOYSA-N	Drug
47653	JSEOLIDYPOGBEH-ZBELOFFLSA-N	Drug
47654	JSDFVASEESRIAB-LUWNFPDQSA-N	Drug
47655	JSDJDUFIGGRVBJ-UHFFFAOYSA-N	Drug
47656	JSDMQXJTQZGOQF-CBGDNZLLSA-N	Drug
47657	JSDMQXJTQZGOQF-CSODHUTKSA-N	Drug
47658	JSDMQXJTQZGOQF-LZJOCLMNSA-N	Drug
47659	JSESVUQDNBJLJQ-KZKVPQDOSA-N	Drug
47660	JSDNZHXBKWCZDG-RWQHKGFASA-N	Drug
47661	JSDWWNLTJCCSAV-VZBVYBAISA-N	Drug
47662	JSDXOWVAHXDYCU-VXSYNFHWSA-M	Drug
47663	JSDXTLJPMLRQOB-UHFFFAOYSA-N	Drug
47664	JSEGYAMKCPURPF-LPTRFYTHSA-N	Drug
47665	JSEHQJJIJOMWNN-UHFFFAOYSA-N	Drug
47666	JSEOLIDYPOGBEH-QVEFBPTDSA-N	Drug
47667	JSDRRTOADPPCHY-HSQYWUDLSA-O	Drug
47668	JSAPZAGTHMKMMK-IZHKPZDWSA-N	Drug
47669	JSEWQMOGZUHFOF-UHFFFAOYSA-N	Drug
47670	JSFATNQSLKRBCI-VAEKSGALSA-M	Drug
47671	JSAUUYZYIHWHTF-DYVQZXGMSA-N	Drug
47672	JSAZQLBHWDPNPA-UHFFFAOYSA-N	Drug
47673	JSAZXDIRFNTFPR-CBCUQQMYSA-N	Drug
47674	JSBIFRHLTSPRHT-OSKBGULQSA-N	Drug
47675	JSDBKAHWADVXFU-UHFFFAOYSA-N	Drug
47676	JSDFVASEESRIAB-GMMLSQOUSA-N	Drug
47677	JSEZXLXSWYGUEP-CZNWCSCDSA-N	Drug
47678	JSEZXLXSWYGUEP-JJEIFUTQSA-N	Drug
47679	JSEZXLXSWYGUEP-VHZRFUILSA-N	Drug
47680	JSFATNQSLKRBCI-JCAMWLGVSA-N	Drug
47681	JSFATNQSLKRBCI-UDQWCNDOSA-M	Drug
47682	JSFATNQSLKRBCI-UDQWCNDOSA-N	Drug
47683	JSFATNQSLKRBCI-USWFWKISSA-M	Drug
47684	JSFATNQSLKRBCI-USWFWKISSA-N	Drug
47685	JSEZXLXSWYGUEP-LHSPMWONSA-N	Drug
47686	JSKCJJNYSGWZDU-RQJSCMEKSA-N	Drug
47687	JPQXACXLPZYWDI-HHJKRLRDSA-N	Drug
47688	JPQWYSDFVXGRDC-BWVDBABLSA-N	Drug
47689	JQOMHZMWQHXALX-FHWLQOOXSA-N	Drug
47690	JQOHKCDMINQZRV-WDSKDSINSA-N	Drug
47691	JQNVSBKRXFJQIQ-UHFFFAOYSA-N	Drug
47692	JQNVCUBPURTQPQ-GYVHUXHASA-N	Drug
47693	JQNSUDIGIIGIOL-UHFFFAOYSA-N	Drug
47694	JQNQKNGCSLCPDE-JQIJEIRASA-N	Drug
47695	JQNOJPRGXMMBQO-ZETCQYMHSA-N	Drug
47696	JQNLAQMUJVEPCK-WBGAJPHISA-N	Drug
47697	JQNKZLWLZZKAFE-NUBKIDDFSA-N	Drug
47698	JQNJHYUNCXNUET-PTLFGHRPSA-N	Drug
47699	JQLPYYLSAJZMLK-PMSCKPPPSA-N	Drug
47700	JQIVWCFXIXDPKG-XJUOHMSHSA-N	Drug
47701	JQIVWCFXIXDPKG-QZNHQXDQSA-N	Drug
47702	JQIVWCFXIXDPKG-QNWVGRARSA-N	Drug
47703	JQIVWCFXIXDPKG-MQSCRBSSSA-N	Drug
47704	JQIVWCFXIXDPKG-GIWBLDEGSA-N	Drug
47705	JQIVWCFXIXDPKG-FUPPJEDESA-N	Drug
47706	JQKHDUWQEWCERO-SOLZYKTISA-N	Drug
47707	JQKHJQJVKRFMCO-SNAWJCMRSA-N	Drug
47708	JQKLZAQSMGFZSI-FYKPKQDSSA-N	Drug
47709	JQKOHRZNEOQNJE-DJEJVYNPSA-N	Drug
47710	JQKUTVGMEZZDSF-SEXOINJZSA-N	Drug
47711	JQLBWAXAMKBOIM-RWAWWYONSA-N	Drug
47712	JQLQUPIYYJXZLJ-ZEWNOJEFSA-N	Drug
47713	JQLFYZMEXFNRFS-DJFWLOJKSA-N	Drug
47714	JQJPBYFTQAANLE-UHFFFAOYSA-N	Drug
47715	JQJFBXCDIYEGAU-RNWXAJMESA-N	Drug
47716	JQIYNMYZKRGDFK-RUFWAXPRSA-N	Drug
47717	JQIVWCFXIXDPKG-XPNTWCBSSA-N	Drug
47718	JQIVQIXEWIJDCO-XJUOHMSHSA-N	Drug
47719	JQIVWCFXIXDPKG-FUDKSRODSA-N	Drug
47720	JQLLSZXDWJGHSJ-ZXXLSYNSSA-N	Drug
47721	JQMACDQCTNFQMM-OYZWSTRBSA-N	Drug
47722	JQMACDQCTNFQMM-QAOHEUSVSA-N	Drug
47723	JQMGATKUPCKDEG-UHFFFAOYSA-N	Drug
47724	JPDNNPOSGMWCHG-PGGSNAJPSA-N	Drug
47725	JPDORDSJPIKURD-UAFHBQARSA-N	Drug
47726	JPDSHMGNMVVJML-LUDGVEMVSA-N	Drug
47727	JPDVTYPPMALQJO-UZQDAVMLSA-N	Drug
47728	JPDWLRJMWHYFTN-LYWAPBACSA-J	Drug
47729	JPEFGJBPMMMOHN-IDISGSTGSA-N	Drug
47730	JPDNGUCMLHUSJT-SUUXIPEISA-N	Drug
47731	JPEKQWMSQCEZSD-XPWALMASSA-N	Drug
47732	JPEMTZCCPMRZII-UHFFFAOYSA-N	Drug
47733	JPEOURBMRMLICN-POSMAMQXSA-N	Drug
47734	JPDHHIDMPUIHBY-YHIZTDPQSA-N	Drug
47735	JPDDZHNDOWJDCD-UHFFFAOYSA-N	Drug
47736	JPDCRXSUCOUIKK-UAXWRAGISA-N	Drug
47737	JPAUCQAJHLSMQW-XPORZQOISA-M	Drug
47738	JPEKQWMSQCEZSD-ZRBLBEILSA-N	Drug
47739	JQKHDUWQEWCERO-LLTQPOKBSA-N	Drug
47740	JPDKUMDAMZLOJR-KFQPROOXSA-N	Drug
47741	JPUKWEQWGBDDQB-QSOFNFLRSA-N	Drug
47742	JQMKQGFYQXPWPR-MHNSMJLXSA-N	Drug
47743	JQMKQGFYQXPWPR-VOJHWNQPSA-N	Drug
47744	JQMPJOXNMWUULP-UHFFFAOYSA-N	Drug
47745	JQMQKOQOLPGBBE-ACDJNLQYSA-N	Drug
47746	JQMQKOQOLPGBBE-SNYJGDFASA-N	Drug
47747	JQMRBQCVOQBYQU-BANKALSUSA-N	Drug
47748	JPDJPWVEHMJDNA-UHFFFAOYSA-N	Drug
47749	JQMRWKPAJQOQLP-YKQINUBWSA-N	Drug
47750	JQLNBKBPJIXYBO-YHBIJTCLSA-N	Drug
47751	JQMYMZZLIOIXEO-UHFFFAOYSA-N	Drug
47752	JQMYMZZLIOIXEO-VOTSOKGWSA-N	Drug
47753	JQNFSWJEERESHM-UHFFFAOYSA-N	Drug
47754	JQNGEJIUZQDHIS-UHFFFAOYSA-N	Drug
47755	JQNGEJIUZQDHIS-UHFFFAOYSA-P	Drug
47756	JQMYMZZLIOIXEO-SREVYHEPSA-N	Drug
47757	JQKHDUWQEWCERO-BUUPBASBSA-N	Drug
47758	JQKHCULJNVYRGT-XOLODHEFSA-N	Drug
47759	JQJYOBPTCQJBLG-JOYOIKCWSA-N	Drug
47760	JQRZBPFGBRIWSN-YOTVLOEGSA-N	Drug
47761	JQSQHJIAMUADHW-HLLPHDFESA-N	Drug
47762	JQSSYLDZHAPSJO-UHFFFAOYSA-N	Drug
47763	JQVIDJJOHLALHF-UHFFFAOYSA-N	Drug
47764	JQVNCYNADFKYNN-LKODNMENSA-N	Drug
47765	JQVQIZWJBLGVRW-UHFFFAOYSA-N	Drug
47766	JQRWWSPNQHLXDY-GVDBMIGSSA-N	Drug
47767	JQVUWVRJSQFMEX-MKJZJCOASA-N	Drug
47768	JQVVLSIVCWKNTL-UHFFFAOYSA-N	Drug
47769	JQWABENXVMJJMW-UHFFFAOYSA-N	Drug
47770	JQWAQPFIANCXJR-UCUNDPHOSA-N	Drug
47771	JQWFNULBEWBJQM-FKEBYFGASA-N	Drug
47772	JQWFRQJTZVLPIQ-HSIBCVILSA-N	Drug
47773	JQWHASGSAFIOCM-UHFFFAOYSA-M	Drug
47774	JQVUWVRJSQFMEX-NYEKKYLKSA-N	Drug
47775	JQWJJJYHVHNXJH-UHFFFAOYSA-N	Drug
47776	JQRBQNKJVCLWIK-MQQKCMAXSA-N	Drug
47777	JQQSUOJIMKJQHS-UHFFFAOYSA-N	Drug
47778	JQSJRYIIMMVOBB-UHFFFAOYSA-N	Drug
47779	JQSLJBXSPJMQQS-ZGZGHAEGSA-N	Drug
47780	JQSMULVYCAVOOF-STBHKTOQSA-N	Drug
47781	JQSPHHMGUFYDRZ-UHFFFAOYSA-N	Drug
47782	JQSDDXAUCUZICT-UHFFFAOYSA-N	Drug
47783	JQPDOKGAOXSRJD-SVEODPQUSA-N	Drug
47784	JQQZVABVKIDEFR-UHFFFAOYSA-J	Drug
47785	JQPKCZJYNBKKDM-UHFFFAOYSA-N	Drug
47786	JQQCJMJWAMYCKT-ANKZGDQGSA-N	Drug
47787	JQQDKNVOSLONRS-STRRHFTISA-N	Drug
47788	JQQHJAYFWCMULB-QPAVJXABSA-N	Drug
47789	JQQHJAYFWCMULB-XWYPRVOQSA-N	Drug
47790	JQQHQPKOGULZSL-UHFFFAOYSA-N	Drug
47791	JQQIWBPHESZYNN-UHFFFAOYSA-N	Drug
47792	JQQBXPCJFAKSPG-SVYIMCMUSA-N	Drug
47793	JPAUCQAJHLSMQW-XPORZQOISA-N	Drug
47794	JQWPMLPZFQRXCU-AJRIEIIPSA-N	Drug
47795	JQWSGONCFHMRNU-ZQFHATMRSA-N	Drug
47796	JQTYTBPCSOAZHI-FXQIFTODSA-N	Drug
47797	JQTZSEREVATIFK-UHFFFAOYSA-N	Drug
47798	JQUGOGSMHDBLNB-FRRDWIJNSA-N	Drug
47799	JQUGYVKOYKGIRB-FDSMQOSNSA-N	Drug
47800	JQUKCPUPFALELS-UHFFFAOYSA-N	Drug
47801	JQUMQOPXCGIRGT-UHFFFAOYSA-N	Drug
47802	JQTSPDOLJNZJQH-AXWLHTBJSA-N	Drug
47803	JQUSXPXUPFNCJK-UHFFFAOYSA-N	Drug
47804	JQVAEIIIMVMJBO-UHFFFAOYSA-N	Drug
47805	JQTRPSHLFTZYHC-SESVXGAZSA-N	Drug
47806	JQOYPOSGHDJFLI-AVNCTIOFSA-N	Drug
47807	JQOUYGJYNQSCQP-UZTNOJNJSA-N	Drug
47808	JQJSMLXVEHXFRI-UHFFFAOYSA-N	Drug
47809	JQJYOBPTCQJBLG-CABZTGNLSA-N	Drug
47810	JQUUTSBSWFKCKS-AWTZEJBTSA-N	Drug
47811	JQWSGONCFHMRNU-VHYGJYSVSA-N	Drug
47812	JQTOSAPHLXRNAH-BWJWTDLKSA-N	Drug
47813	JQTNPGCWKXTRTO-UHFFFAOYSA-N	Drug
47814	JQWUSEVRGIXWTP-HOEXFSFOSA-N	Drug
47815	JQXBETDGCMQLMK-UHFFFAOYSA-N	Drug
47816	JQXFBAGVXOGSNK-UHFFFAOYSA-N	Drug
47817	JQXGCBKGIBTCHY-FVCZIJCZSA-N	Drug
47818	JQXGCBKGIBTCHY-KITAFTRQSA-M	Drug
47819	JQVDKZGPMNGDQC-UHFFFAOYSA-N	Drug
47820	JQPDCKOQOOQUSC-OOZYFLPDSA-N	Drug
47821	JQVANXRIXMMSKB-LXZIDKIQSA-N	Drug
47822	JQSXTZPTXNNYCX-IXVQIIOTSA-N	Drug
47823	JQSXWJXBASFONF-KKUMJFAQSA-N	Drug
47824	JQSYFSJXMAPSHH-GHMZBOCLSA-N	Drug
47825	JQTCHIYVEDEVBR-VMNXYWKNSA-N	Drug
47826	JQTDUZWQZNXSOU-MSGMIQHVSA-N	Drug
47827	JQTIJUKVLLOBCZ-FXCLAUTBSA-N	Drug
47828	JQSWHKKUZMTOIH-QWRGUYRKSA-N	Drug
47829	JPAWCMXVNZPJLO-IHRRRGAJSA-N	Drug
47830	JPAXVSRGFJVPEU-XCIUXINDSA-N	Drug
47831	JPBAMKISCJZBKR-NTMALXAHSA-N	Drug
47832	JOZPPGBBHYTSMX-LSCVHKIXSA-N	Drug
47833	JOZRZQMZAIQZPI-MAANMWGLSA-N	Drug
47834	JOZTVKXGCLUNKC-DHBRWODKSA-N	Drug
47835	JOZTVKXGCLUNKC-LXNYTNQGSA-N	Drug
47836	JOZTVKXGCLUNKC-RMNYBWTPSA-N	Drug
47837	JPAACTMBBBGAAR-HOTGVXAUSA-N	Drug
47838	JOZKTRAUEBYZEE-ZWOKBUDYSA-N	Drug
47839	JPANATRWCFTRDD-HTQZYQBOSA-N	Drug
47840	JPANATRWCFTRDD-YUMQZZPRSA-N	Drug
47841	JOZFTBFLFFGCEJ-KWRZRNPLSA-N	Drug
47842	JOYXTMYVRNWHNJ-UHFFFAOYSA-N	Drug
47843	JOYRWDFJPHYGNB-MBEYJWDMSA-N	Drug
47844	JOXMICZHYUYJJD-AYLMBEEOSA-N	Drug
47845	JOXNFMAXWAPITK-UHFFFAOYSA-N	Drug
47846	JPANATRWCFTRDD-JGVFFNPUSA-N	Drug
47847	JOXNGBVJZJQWAV-UHFFFAOYSA-N	Drug
47848	JOZKTRAUEBYZEE-UWVAXJGDSA-N	Drug
47849	JOZKTRAUEBYZEE-QKLQHJQFSA-N	Drug
47850	JOURDTSYZKYHFB-VPQNIYBTSA-N	Drug
47851	JOUSLTRAASCXCM-PRSXHHODSA-N	Drug
47852	JOUWMMWCDZYSMY-HNNXBMFYSA-N	Drug
47853	JOVICQUEDPZUGK-ICLFGDILSA-N	Drug
47854	JOVICQUEDPZUGK-KFBSQEHXSA-N	Drug
47855	JOVLCJDINAUYJW-OXPLYMOZSA-N	Drug
47856	JOZKTRAUEBYZEE-SQGPQFPESA-N	Drug
47857	JPICKYUTICNNNJ-UHFFFAOYSA-N	Drug
47858	JOZHQTFKKWVLRJ-UHFFFAOYSA-N	Drug
47859	JOZICAJUSHUZLD-UHFFFAOYSA-N	Drug
47860	JOZKTRAUEBYZEE-ABSDTBQOSA-N	Drug
47861	JOZKTRAUEBYZEE-FUHIMQAGSA-N	Drug
47862	JOZKTRAUEBYZEE-HLIPFELVSA-N	Drug
47863	JOZKTRAUEBYZEE-MBOZVWFJSA-N	Drug
47864	JOZGBZPOJJCPEP-FAEUDGQSSA-N	Drug
47865	JOUOZGRYIJDQCI-BYFZWPBJSA-N	Drug
47866	JOXQRCQSTGKMFA-IBXPANGUSA-N	Drug
47867	JOXWHCNNDTWJPX-CHWSQXEVSA-N	Drug
47868	JPSCJHDCRNNKMJ-UHFFFAOYSA-K	Drug
47869	JPSFSZXAYMJGAK-BSWVEEBUSA-N	Drug
47870	JPSKCQCQZUGWNM-UHFFFAOYSA-N	Drug
47871	JPSNTOKBUOXKSV-BYGOPZEFSA-N	Drug
47872	JPSODRNUDXONAS-XIRDDKMYSA-N	Drug
47873	JPSUQVKKKYLKGR-UHFFFAOYSA-N	Drug
47874	JPSBJISLKMMKTD-GWIIUTQMSA-N	Drug
47875	JPTCMIAKGXDKBP-JGYHDDGESA-N	Drug
47876	JPTGQNMDWMSVSF-DUENCVSESA-N	Drug
47877	JPQILOCSRFKHEV-SRGWNRLKSA-N	Drug
47878	JPQILOCSRFKHEV-UAVUOLJFSA-N	Drug
47879	JPQILOCSRFKHEV-WOGXIUBCSA-N	Drug
47880	JPQILOCSRFKHEV-XVTZWQNCSA-N	Drug
47881	JPQWWJZORKTMIZ-ZZXKWVIFSA-N	Drug
47882	JPTCMIAKGXDKBP-KCJAVWKKSA-N	Drug
47883	JOXQRCQSTGKMFA-LAGHKUAJSA-N	Drug
47884	JPRXYLQNJJVCMZ-UHFFFAOYSA-N	Drug
47885	JPRWHAIHJJJQTF-UHFFFAOYSA-N	Drug
47886	JOYCBRUDRSSQCN-XHSUDLSASA-N	Drug
47887	JOYFHMJAXMRBJM-UHFFFAOYSA-N	Drug
47888	JOYFULUKJRJCSX-IUCAKERBSA-N	Drug
47889	JOYGYOHHMWVUFM-UHFFFAOYSA-L	Drug
47890	JOYGYOHHMWVUFM-UHFFFAOYSA-N	Drug
47891	JOYLASSUVMVSGN-LHXVZLOVSA-N	Drug
47892	JPRWHUSRRGNLOV-KKUBIFFLSA-N	Drug
47893	JOYNROAATMHFIJ-UHFFFAOYSA-N	Drug
47894	JOYCGVNNJGUKPI-UHFFFAOYSA-N	Drug
47895	JPICQHQVPWZCIW-ZNFLAGFDSA-N	Drug
47896	JPIDMRXXNMIVKY-VZFHVOOUSA-N	Drug
47897	JPRHYONDYMOGHT-UHFFFAOYSA-N	Drug
47898	JPRSGEHICBPFDB-RTPHHQFDSA-N	Drug
47899	JPRSMOUDRVVIHR-UHFFFAOYSA-N	Drug
47900	JOYQBQFJPLXICC-UHFFFAOYSA-N	Drug
47901	JPQXACXLPZYWDI-CEYNDMKZSA-N	Drug
47902	JOUNAVMUZBIISX-TWGQIWQCSA-N	Drug
47903	JOXIMZWYDAKGHI-UHFFFAOYSA-M	Drug
47904	JPHOIGCQEIPBBI-IEMCOIITSA-N	Drug
47905	JPHVNZOOBXUCDJ-JWXFUTCRSA-N	Drug
47906	JPHYJQHPILOKHC-ACZMJKKPSA-N	Drug
47907	JPHZZDRNXQZZMP-UHFFFAOYSA-N	Drug
47908	JPICCZKFIKMBKW-YKTDOQSASA-N	Drug
47909	JPICKTNHOQOUGB-YYDVJCTNSA-N	Drug
47910	JPHMJMCBMUYUOS-UHFFFAOYSA-N	Drug
47911	JPEVGZLXTREPOA-WRFCVBCGSA-N	Drug
47912	JPEZCKKUWILCJX-AZHGDDGQSA-N	Drug
47913	JPFFMNSHZHZAND-UHFFFAOYSA-N	Drug
47914	JPFGFRMPGVDDGE-PUVWEJBASA-N	Drug
47915	JPFGTGLKWYCHLM-NWANDNLSSA-N	Drug
47916	JPFKXBRAIMKSHO-PVMVKREDSA-N	Drug
47917	JPFRBOZKXOCNQU-UHFFFAOYSA-N	Drug
