Node 1	Node 2	Relation	Source	Target
199	893	DDI Type 2	Drug	Drug
199	903	DDI Type 2	Drug	Drug
199	904	DDI Type 9	Drug	Drug
199	908	DDI Type 8	Drug	Drug
199	911	DDI Type 31	Drug	Drug
199	915	DDI Type 30	Drug	Drug
199	919	DDI Type 30	Drug	Drug
199	929	DDI Type 7	Drug	Drug
199	936	DDI Type 8	Drug	Drug
199	937	DDI Type 8	Drug	Drug
199	942	DDI Type 2	Drug	Drug
199	957	DDI Type 8	Drug	Drug
199	959	DDI Type 8	Drug	Drug
199	960	DDI Type 30	Drug	Drug
199	974	DDI Type 2	Drug	Drug
199	976	DDI Type 30	Drug	Drug
199	983	DDI Type 2	Drug	Drug
199	991	DDI Type 2	Drug	Drug
199	1000	DDI Type 2	Drug	Drug
199	1047	DDI Type 30	Drug	Drug
199	1062	DDI Type 8	Drug	Drug
199	1070	DDI Type 5	Drug	Drug
199	1073	DDI Type 2	Drug	Drug
199	1094	DDI Type 30	Drug	Drug
199	1097	DDI Type 7	Drug	Drug
199	1124	DDI Type 30	Drug	Drug
199	1125	DDI Type 8	Drug	Drug
199	1126	DDI Type 2	Drug	Drug
199	1127	DDI Type 8	Drug	Drug
199	1135	DDI Type 2	Drug	Drug
199	1139	DDI Type 30	Drug	Drug
199	1156	DDI Type 8	Drug	Drug
199	1194	DDI Type 30	Drug	Drug
199	1199	DDI Type 7	Drug	Drug
199	1200	DDI Type 2	Drug	Drug
199	1204	DDI Type 30	Drug	Drug
199	1217	DDI Type 8	Drug	Drug
199	1224	DDI Type 30	Drug	Drug
199	1239	DDI Type 30	Drug	Drug
199	1243	DDI Type 7	Drug	Drug
199	1282	DDI Type 30	Drug	Drug
199	1292	DDI Type 30	Drug	Drug
199	1298	DDI Type 7	Drug	Drug
199	1299	DDI Type 2	Drug	Drug
199	1305	DDI Type 8	Drug	Drug
199	1310	DDI Type 8	Drug	Drug
199	1315	DDI Type 5	Drug	Drug
199	1325	DDI Type 5	Drug	Drug
199	1330	DDI Type 2	Drug	Drug
199	1335	DDI Type 5	Drug	Drug
199	1340	DDI Type 2	Drug	Drug
199	1341	DDI Type 30	Drug	Drug
199	1342	DDI Type 7	Drug	Drug
199	1345	DDI Type 2	Drug	Drug
199	1371	DDI Type 2	Drug	Drug
199	1376	DDI Type 2	Drug	Drug
199	1381	DDI Type 7	Drug	Drug
199	1384	DDI Type 8	Drug	Drug
199	1388	DDI Type 7	Drug	Drug
199	1389	DDI Type 8	Drug	Drug
199	1392	DDI Type 30	Drug	Drug
199	1395	DDI Type 7	Drug	Drug
199	1396	DDI Type 8	Drug	Drug
199	1415	DDI Type 2	Drug	Drug
199	1418	DDI Type 7	Drug	Drug
199	1455	DDI Type 30	Drug	Drug
199	1456	DDI Type 30	Drug	Drug
199	1457	DDI Type 30	Drug	Drug
199	1578	DDI Type 3	Drug	Drug
199	1491	DDI Type 7	Drug	Drug
199	1500	DDI Type 30	Drug	Drug
199	1507	DDI Type 1	Drug	Drug
199	1509	DDI Type 1	Drug	Drug
199	1517	DDI Type 1	Drug	Drug
199	1518	DDI Type 30	Drug	Drug
199	1550	DDI Type 8	Drug	Drug
199	1557	DDI Type 1	Drug	Drug
199	1564	DDI Type 1	Drug	Drug
199	1567	DDI Type 1	Drug	Drug
200	3	DDI Type 73	Drug	Drug
200	21	DDI Type 8	Drug	Drug
200	32	DDI Type 8	Drug	Drug
200	40	DDI Type 8	Drug	Drug
200	46	DDI Type 8	Drug	Drug
200	47	DDI Type 8	Drug	Drug
200	54	DDI Type 8	Drug	Drug
200	75	DDI Type 8	Drug	Drug
200	92	DDI Type 8	Drug	Drug
200	101	DDI Type 8	Drug	Drug
200	108	DDI Type 8	Drug	Drug
200	112	DDI Type 8	Drug	Drug
200	129	DDI Type 8	Drug	Drug
200	197	DDI Type 8	Drug	Drug
200	208	DDI Type 2	Drug	Drug
200	216	DDI Type 2	Drug	Drug
200	229	DDI Type 29	Drug	Drug
200	241	DDI Type 2	Drug	Drug
200	258	DDI Type 2	Drug	Drug
200	272	DDI Type 31	Drug	Drug
200	279	DDI Type 2	Drug	Drug
200	284	DDI Type 2	Drug	Drug
200	287	DDI Type 2	Drug	Drug
200	307	DDI Type 2	Drug	Drug
200	309	DDI Type 2	Drug	Drug
200	311	DDI Type 2	Drug	Drug
200	324	DDI Type 2	Drug	Drug
200	347	DDI Type 2	Drug	Drug
200	350	DDI Type 2	Drug	Drug
200	357	DDI Type 2	Drug	Drug
200	362	DDI Type 2	Drug	Drug
200	366	DDI Type 2	Drug	Drug
200	368	DDI Type 2	Drug	Drug
200	381	DDI Type 2	Drug	Drug
200	390	DDI Type 2	Drug	Drug
200	399	DDI Type 2	Drug	Drug
200	421	DDI Type 2	Drug	Drug
200	424	DDI Type 2	Drug	Drug
200	437	DDI Type 2	Drug	Drug
200	450	DDI Type 2	Drug	Drug
200	453	DDI Type 2	Drug	Drug
200	455	DDI Type 2	Drug	Drug
200	460	DDI Type 2	Drug	Drug
200	476	DDI Type 2	Drug	Drug
200	480	DDI Type 2	Drug	Drug
200	485	DDI Type 30	Drug	Drug
200	492	DDI Type 2	Drug	Drug
200	531	DDI Type 2	Drug	Drug
200	546	DDI Type 2	Drug	Drug
200	594	DDI Type 73	Drug	Drug
200	604	DDI Type 2	Drug	Drug
200	606	DDI Type 2	Drug	Drug
200	607	DDI Type 2	Drug	Drug
200	609	DDI Type 2	Drug	Drug
200	611	DDI Type 2	Drug	Drug
200	622	DDI Type 2	Drug	Drug
200	671	DDI Type 2	Drug	Drug
200	675	DDI Type 2	Drug	Drug
200	676	DDI Type 2	Drug	Drug
200	678	DDI Type 2	Drug	Drug
200	684	DDI Type 2	Drug	Drug
200	704	DDI Type 2	Drug	Drug
200	722	DDI Type 2	Drug	Drug
200	723	DDI Type 2	Drug	Drug
200	726	DDI Type 2	Drug	Drug
200	730	DDI Type 2	Drug	Drug
200	803	DDI Type 2	Drug	Drug
200	805	DDI Type 2	Drug	Drug
200	823	DDI Type 2	Drug	Drug
200	831	DDI Type 2	Drug	Drug
200	840	DDI Type 2	Drug	Drug
200	844	DDI Type 2	Drug	Drug
200	861	DDI Type 29	Drug	Drug
200	873	DDI Type 2	Drug	Drug
200	877	DDI Type 2	Drug	Drug
200	883	DDI Type 2	Drug	Drug
200	890	DDI Type 2	Drug	Drug
200	893	DDI Type 2	Drug	Drug
200	903	DDI Type 2	Drug	Drug
200	911	DDI Type 31	Drug	Drug
200	942	DDI Type 2	Drug	Drug
200	974	DDI Type 2	Drug	Drug
200	976	DDI Type 29	Drug	Drug
200	983	DDI Type 2	Drug	Drug
200	1070	DDI Type 7	Drug	Drug
200	1073	DDI Type 2	Drug	Drug
200	1118	DDI Type 5	Drug	Drug
200	1126	DDI Type 2	Drug	Drug
200	1135	DDI Type 2	Drug	Drug
200	1161	DDI Type 7	Drug	Drug
200	1199	DDI Type 8	Drug	Drug
200	1200	DDI Type 2	Drug	Drug
200	1212	DDI Type 8	Drug	Drug
200	1256	DDI Type 2	Drug	Drug
200	1299	DDI Type 2	Drug	Drug
200	1314	DDI Type 5	Drug	Drug
200	1315	DDI Type 7	Drug	Drug
200	1340	DDI Type 2	Drug	Drug
200	1345	DDI Type 2	Drug	Drug
200	1371	DDI Type 2	Drug	Drug
200	1376	DDI Type 2	Drug	Drug
200	1420	DDI Type 8	Drug	Drug
200	1437	DDI Type 8	Drug	Drug
200	1581	DDI Type 8	Drug	Drug
200	1491	DDI Type 5	Drug	Drug
200	1499	DDI Type 10	Drug	Drug
200	1500	DDI Type 29	Drug	Drug
200	1550	DDI Type 8	Drug	Drug
201	3	DDI Type 10	Drug	Drug
201	41	DDI Type 74	Drug	Drug
201	113	DDI Type 75	Drug	Drug
201	129	DDI Type 7	Drug	Drug
201	130	DDI Type 5	Drug	Drug
201	146	DDI Type 5	Drug	Drug
201	214	DDI Type 75	Drug	Drug
201	224	DDI Type 5	Drug	Drug
201	225	DDI Type 5	Drug	Drug
201	278	DDI Type 74	Drug	Drug
201	280	DDI Type 5	Drug	Drug
201	342	DDI Type 74	Drug	Drug
201	353	DDI Type 5	Drug	Drug
201	376	DDI Type 5	Drug	Drug
201	397	DDI Type 75	Drug	Drug
201	421	DDI Type 9	Drug	Drug
201	466	DDI Type 75	Drug	Drug
201	469	DDI Type 5	Drug	Drug
201	474	DDI Type 75	Drug	Drug
201	481	DDI Type 74	Drug	Drug
201	484	DDI Type 74	Drug	Drug
201	610	DDI Type 75	Drug	Drug
201	660	DDI Type 5	Drug	Drug
201	669	DDI Type 76	Drug	Drug
201	705	DDI Type 5	Drug	Drug
201	749	DDI Type 5	Drug	Drug
201	754	DDI Type 5	Drug	Drug
201	755	DDI Type 5	Drug	Drug
201	771	DDI Type 75	Drug	Drug
201	801	DDI Type 10	Drug	Drug
201	821	DDI Type 75	Drug	Drug
201	822	DDI Type 74	Drug	Drug
201	832	DDI Type 5	Drug	Drug
201	879	DDI Type 74	Drug	Drug
201	904	DDI Type 74	Drug	Drug
201	920	DDI Type 74	Drug	Drug
201	970	DDI Type 74	Drug	Drug
201	971	DDI Type 74	Drug	Drug
201	972	DDI Type 74	Drug	Drug
201	973	DDI Type 74	Drug	Drug
201	1063	DDI Type 5	Drug	Drug
201	1064	DDI Type 5	Drug	Drug
201	1065	DDI Type 5	Drug	Drug
201	1066	DDI Type 5	Drug	Drug
201	1067	DDI Type 5	Drug	Drug
201	1068	DDI Type 5	Drug	Drug
201	1285	DDI Type 5	Drug	Drug
201	1428	DDI Type 75	Drug	Drug
201	1489	DDI Type 5	Drug	Drug
201	1490	DDI Type 5	Drug	Drug
201	1511	DDI Type 74	Drug	Drug
202	35	DDI Type 2	Drug	Drug
202	48	DDI Type 2	Drug	Drug
202	58	DDI Type 2	Drug	Drug
202	104	DDI Type 2	Drug	Drug
202	125	DDI Type 2	Drug	Drug
202	145	DDI Type 2	Drug	Drug
202	154	DDI Type 2	Drug	Drug
202	158	DDI Type 2	Drug	Drug
202	165	DDI Type 2	Drug	Drug
202	178	DDI Type 1	Drug	Drug
202	206	DDI Type 39	Drug	Drug
202	207	DDI Type 2	Drug	Drug
202	232	DDI Type 2	Drug	Drug
202	255	DDI Type 2	Drug	Drug
202	262	DDI Type 2	Drug	Drug
202	267	DDI Type 55	Drug	Drug
202	278	DDI Type 2	Drug	Drug
202	281	DDI Type 55	Drug	Drug
202	291	DDI Type 2	Drug	Drug
202	292	DDI Type 2	Drug	Drug
202	305	DDI Type 2	Drug	Drug
202	327	DDI Type 1	Drug	Drug
202	348	DDI Type 2	Drug	Drug
202	380	DDI Type 2	Drug	Drug
202	411	DDI Type 2	Drug	Drug
202	416	DDI Type 2	Drug	Drug
202	421	DDI Type 2	Drug	Drug
202	430	DDI Type 2	Drug	Drug
202	434	DDI Type 1	Drug	Drug
202	436	DDI Type 1	Drug	Drug
202	464	DDI Type 2	Drug	Drug
202	484	DDI Type 2	Drug	Drug
202	497	DDI Type 2	Drug	Drug
202	1610	DDI Type 56	Drug	Drug
202	517	DDI Type 1	Drug	Drug
202	526	DDI Type 2	Drug	Drug
202	541	DDI Type 2	Drug	Drug
202	542	DDI Type 2	Drug	Drug
202	543	DDI Type 1	Drug	Drug
202	547	DDI Type 2	Drug	Drug
202	548	DDI Type 2	Drug	Drug
202	551	DDI Type 2	Drug	Drug
202	576	DDI Type 1	Drug	Drug
202	577	DDI Type 2	Drug	Drug
202	586	DDI Type 2	Drug	Drug
202	620	DDI Type 2	Drug	Drug
202	627	DDI Type 2	Drug	Drug
202	638	DDI Type 2	Drug	Drug
202	654	DDI Type 2	Drug	Drug
202	656	DDI Type 1	Drug	Drug
202	667	DDI Type 2	Drug	Drug
202	677	DDI Type 2	Drug	Drug
202	688	DDI Type 2	Drug	Drug
202	690	DDI Type 1	Drug	Drug
202	694	DDI Type 39	Drug	Drug
202	697	DDI Type 1	Drug	Drug
202	714	DDI Type 1	Drug	Drug
202	736	DDI Type 2	Drug	Drug
202	741	DDI Type 1	Drug	Drug
202	751	DDI Type 1	Drug	Drug
202	756	DDI Type 2	Drug	Drug
202	774	DDI Type 2	Drug	Drug
202	782	DDI Type 2	Drug	Drug
202	806	DDI Type 2	Drug	Drug
202	812	DDI Type 1	Drug	Drug
202	854	DDI Type 2	Drug	Drug
202	872	DDI Type 2	Drug	Drug
202	879	DDI Type 2	Drug	Drug
202	889	DDI Type 2	Drug	Drug
202	905	DDI Type 2	Drug	Drug
202	909	DDI Type 1	Drug	Drug
202	920	DDI Type 1	Drug	Drug
202	971	DDI Type 2	Drug	Drug
202	972	DDI Type 2	Drug	Drug
202	973	DDI Type 2	Drug	Drug
202	1002	DDI Type 1	Drug	Drug
202	1008	DDI Type 39	Drug	Drug
202	1024	DDI Type 2	Drug	Drug
202	1029	DDI Type 2	Drug	Drug
202	1031	DDI Type 2	Drug	Drug
202	1037	DDI Type 2	Drug	Drug
202	1056	DDI Type 2	Drug	Drug
202	1177	DDI Type 2	Drug	Drug
202	1232	DDI Type 2	Drug	Drug
202	1252	DDI Type 2	Drug	Drug
202	1321	DDI Type 2	Drug	Drug
202	1324	DDI Type 39	Drug	Drug
202	1398	DDI Type 39	Drug	Drug
202	1469	DDI Type 47	Drug	Drug
202	1609	DDI Type 47	Drug	Drug
202	1488	DDI Type 2	Drug	Drug
202	1516	DDI Type 2	Drug	Drug
202	1525	DDI Type 2	Drug	Drug
202	1549	DDI Type 2	Drug	Drug
203	143	DDI Type 7	Drug	Drug
203	379	DDI Type 2	Drug	Drug
203	428	DDI Type 2	Drug	Drug
203	477	DDI Type 2	Drug	Drug
203	553	DDI Type 2	Drug	Drug
203	564	DDI Type 2	Drug	Drug
203	574	DDI Type 2	Drug	Drug
203	584	DDI Type 2	Drug	Drug
203	595	DDI Type 2	Drug	Drug
203	597	DDI Type 2	Drug	Drug
203	600	DDI Type 2	Drug	Drug
203	649	DDI Type 2	Drug	Drug
203	696	DDI Type 2	Drug	Drug
203	758	DDI Type 2	Drug	Drug
203	873	DDI Type 2	Drug	Drug
203	947	DDI Type 2	Drug	Drug
203	985	DDI Type 2	Drug	Drug
203	986	DDI Type 2	Drug	Drug
203	987	DDI Type 2	Drug	Drug
203	1006	DDI Type 2	Drug	Drug
203	1045	DDI Type 2	Drug	Drug
203	1124	DDI Type 2	Drug	Drug
203	1168	DDI Type 2	Drug	Drug
203	1255	DDI Type 2	Drug	Drug
203	1584	DDI Type 28	Drug	Drug
203	1345	DDI Type 2	Drug	Drug
203	1470	DDI Type 2	Drug	Drug
203	1480	DDI Type 7	Drug	Drug
203	1496	DDI Type 2	Drug	Drug
204	99	DDI Type 66	Drug	Drug
204	293	DDI Type 66	Drug	Drug
204	441	DDI Type 66	Drug	Drug
204	658	DDI Type 66	Drug	Drug
204	1014	DDI Type 66	Drug	Drug
205	0	DDI Type 7	Drug	Drug
205	1	DDI Type 77	Drug	Drug
205	3	DDI Type 7	Drug	Drug
205	4	DDI Type 77	Drug	Drug
205	15	DDI Type 77	Drug	Drug
205	21	DDI Type 8	Drug	Drug
205	23	DDI Type 7	Drug	Drug
205	24	DDI Type 7	Drug	Drug
205	32	DDI Type 77	Drug	Drug
205	37	DDI Type 8	Drug	Drug
205	39	DDI Type 8	Drug	Drug
205	42	DDI Type 8	Drug	Drug
205	46	DDI Type 7	Drug	Drug
205	47	DDI Type 8	Drug	Drug
205	49	DDI Type 7	Drug	Drug
205	50	DDI Type 14	Drug	Drug
205	51	DDI Type 7	Drug	Drug
205	57	DDI Type 77	Drug	Drug
205	59	DDI Type 7	Drug	Drug
205	63	DDI Type 7	Drug	Drug
205	65	DDI Type 8	Drug	Drug
205	1627	DDI Type 77	Drug	Drug
205	75	DDI Type 3	Drug	Drug
205	79	DDI Type 77	Drug	Drug
205	80	DDI Type 7	Drug	Drug
205	81	DDI Type 7	Drug	Drug
205	83	DDI Type 8	Drug	Drug
205	85	DDI Type 77	Drug	Drug
205	88	DDI Type 3	Drug	Drug
205	90	DDI Type 8	Drug	Drug
205	91	DDI Type 77	Drug	Drug
205	92	DDI Type 8	Drug	Drug
205	95	DDI Type 77	Drug	Drug
205	96	DDI Type 77	Drug	Drug
205	97	DDI Type 8	Drug	Drug
205	102	DDI Type 8	Drug	Drug
205	107	DDI Type 77	Drug	Drug
205	109	DDI Type 7	Drug	Drug
205	113	DDI Type 77	Drug	Drug
205	114	DDI Type 8	Drug	Drug
205	115	DDI Type 5	Drug	Drug
205	116	DDI Type 8	Drug	Drug
205	119	DDI Type 8	Drug	Drug
205	120	DDI Type 77	Drug	Drug
205	121	DDI Type 77	Drug	Drug
205	123	DDI Type 77	Drug	Drug
205	134	DDI Type 77	Drug	Drug
205	135	DDI Type 77	Drug	Drug
205	137	DDI Type 77	Drug	Drug
205	139	DDI Type 3	Drug	Drug
205	144	DDI Type 77	Drug	Drug
205	147	DDI Type 8	Drug	Drug
205	149	DDI Type 77	Drug	Drug
205	155	DDI Type 7	Drug	Drug
205	162	DDI Type 7	Drug	Drug
205	167	DDI Type 8	Drug	Drug
205	174	DDI Type 77	Drug	Drug
205	175	DDI Type 77	Drug	Drug
205	1626	DDI Type 77	Drug	Drug
205	181	DDI Type 77	Drug	Drug
205	184	DDI Type 5	Drug	Drug
205	198	DDI Type 77	Drug	Drug
205	200	DDI Type 1	Drug	Drug
205	201	DDI Type 77	Drug	Drug
205	204	DDI Type 7	Drug	Drug
205	213	DDI Type 77	Drug	Drug
205	229	DDI Type 7	Drug	Drug
205	236	DDI Type 77	Drug	Drug
205	1628	DDI Type 77	Drug	Drug
205	244	DDI Type 7	Drug	Drug
205	245	DDI Type 77	Drug	Drug
205	247	DDI Type 77	Drug	Drug
205	248	DDI Type 77	Drug	Drug
205	254	DDI Type 5	Drug	Drug
205	1580	DDI Type 77	Drug	Drug
205	261	DDI Type 7	Drug	Drug
205	263	DDI Type 7	Drug	Drug
205	264	DDI Type 77	Drug	Drug
205	265	DDI Type 7	Drug	Drug
205	266	DDI Type 7	Drug	Drug
205	274	DDI Type 5	Drug	Drug
205	275	DDI Type 7	Drug	Drug
205	277	DDI Type 7	Drug	Drug
205	282	DDI Type 77	Drug	Drug
205	283	DDI Type 77	Drug	Drug
205	284	DDI Type 14	Drug	Drug
205	287	DDI Type 7	Drug	Drug
205	294	DDI Type 77	Drug	Drug
205	295	DDI Type 7	Drug	Drug
205	298	DDI Type 7	Drug	Drug
205	304	DDI Type 77	Drug	Drug
205	306	DDI Type 77	Drug	Drug
205	307	DDI Type 7	Drug	Drug
205	309	DDI Type 14	Drug	Drug
205	310	DDI Type 77	Drug	Drug
205	313	DDI Type 77	Drug	Drug
205	317	DDI Type 77	Drug	Drug
205	318	DDI Type 77	Drug	Drug
205	320	DDI Type 77	Drug	Drug
205	321	DDI Type 77	Drug	Drug
205	323	DDI Type 77	Drug	Drug
205	324	DDI Type 7	Drug	Drug
205	326	DDI Type 77	Drug	Drug
205	1629	DDI Type 77	Drug	Drug
205	331	DDI Type 7	Drug	Drug
205	332	DDI Type 77	Drug	Drug
205	334	DDI Type 7	Drug	Drug
205	338	DDI Type 5	Drug	Drug
205	340	DDI Type 77	Drug	Drug
205	341	DDI Type 3	Drug	Drug
205	346	DDI Type 77	Drug	Drug
205	347	DDI Type 14	Drug	Drug
205	349	DDI Type 7	Drug	Drug
205	355	DDI Type 8	Drug	Drug
205	357	DDI Type 7	Drug	Drug
205	359	DDI Type 7	Drug	Drug
205	366	DDI Type 1	Drug	Drug
205	368	DDI Type 14	Drug	Drug
205	372	DDI Type 77	Drug	Drug
205	374	DDI Type 7	Drug	Drug
205	377	DDI Type 7	Drug	Drug
205	381	DDI Type 14	Drug	Drug
205	382	DDI Type 7	Drug	Drug
205	384	DDI Type 3	Drug	Drug
205	387	DDI Type 77	Drug	Drug
205	398	DDI Type 77	Drug	Drug
205	399	DDI Type 14	Drug	Drug
205	401	DDI Type 77	Drug	Drug
205	405	DDI Type 2	Drug	Drug
205	407	DDI Type 77	Drug	Drug
205	408	DDI Type 77	Drug	Drug
205	412	DDI Type 5	Drug	Drug
205	424	DDI Type 8	Drug	Drug
205	427	DDI Type 77	Drug	Drug
205	433	DDI Type 7	Drug	Drug
205	434	DDI Type 14	Drug	Drug
205	435	DDI Type 77	Drug	Drug
205	436	DDI Type 7	Drug	Drug
205	443	DDI Type 5	Drug	Drug
205	444	DDI Type 77	Drug	Drug
205	447	DDI Type 7	Drug	Drug
205	450	DDI Type 7	Drug	Drug
205	452	DDI Type 77	Drug	Drug
205	455	DDI Type 14	Drug	Drug
205	458	DDI Type 1	Drug	Drug
205	459	DDI Type 7	Drug	Drug
205	462	DDI Type 8	Drug	Drug
205	464	DDI Type 14	Drug	Drug
205	468	DDI Type 7	Drug	Drug
205	476	DDI Type 7	Drug	Drug
205	478	DDI Type 77	Drug	Drug
205	486	DDI Type 7	Drug	Drug
205	494	DDI Type 7	Drug	Drug
205	499	DDI Type 7	Drug	Drug
205	505	DDI Type 77	Drug	Drug
205	510	DDI Type 77	Drug	Drug
205	511	DDI Type 7	Drug	Drug
205	514	DDI Type 7	Drug	Drug
205	518	DDI Type 77	Drug	Drug
205	523	DDI Type 77	Drug	Drug
205	528	DDI Type 7	Drug	Drug
205	530	DDI Type 7	Drug	Drug
205	531	DDI Type 7	Drug	Drug
205	1630	DDI Type 77	Drug	Drug
205	533	DDI Type 3	Drug	Drug
205	534	DDI Type 7	Drug	Drug
205	537	DDI Type 5	Drug	Drug
205	550	DDI Type 7	Drug	Drug
205	552	DDI Type 7	Drug	Drug
205	558	DDI Type 7	Drug	Drug
205	562	DDI Type 77	Drug	Drug
205	568	DDI Type 7	Drug	Drug
205	576	DDI Type 14	Drug	Drug
205	583	DDI Type 77	Drug	Drug
205	585	DDI Type 77	Drug	Drug
205	587	DDI Type 77	Drug	Drug
205	589	DDI Type 5	Drug	Drug
205	590	DDI Type 77	Drug	Drug
205	591	DDI Type 7	Drug	Drug
205	599	DDI Type 7	Drug	Drug
205	601	DDI Type 7	Drug	Drug
205	605	DDI Type 77	Drug	Drug
205	607	DDI Type 7	Drug	Drug
205	612	DDI Type 77	Drug	Drug
205	1631	DDI Type 77	Drug	Drug
205	627	DDI Type 7	Drug	Drug
205	637	DDI Type 5	Drug	Drug
205	644	DDI Type 77	Drug	Drug
205	646	DDI Type 7	Drug	Drug
205	650	DDI Type 7	Drug	Drug
205	653	DDI Type 7	Drug	Drug
205	657	DDI Type 7	Drug	Drug
205	659	DDI Type 77	Drug	Drug
205	666	DDI Type 5	Drug	Drug
205	669	DDI Type 77	Drug	Drug
205	670	DDI Type 77	Drug	Drug
205	671	DDI Type 14	Drug	Drug
205	674	DDI Type 7	Drug	Drug
205	676	DDI Type 7	Drug	Drug
205	678	DDI Type 14	Drug	Drug
205	680	DDI Type 77	Drug	Drug
205	681	DDI Type 7	Drug	Drug
205	685	DDI Type 8	Drug	Drug
205	687	DDI Type 77	Drug	Drug
205	694	DDI Type 7	Drug	Drug
205	695	DDI Type 77	Drug	Drug
205	697	DDI Type 14	Drug	Drug
205	698	DDI Type 77	Drug	Drug
205	699	DDI Type 7	Drug	Drug
205	1632	DDI Type 77	Drug	Drug
205	700	DDI Type 77	Drug	Drug
205	702	DDI Type 77	Drug	Drug
205	709	DDI Type 77	Drug	Drug
205	710	DDI Type 77	Drug	Drug
205	712	DDI Type 77	Drug	Drug
205	713	DDI Type 7	Drug	Drug
205	718	DDI Type 7	Drug	Drug
205	722	DDI Type 14	Drug	Drug
205	727	DDI Type 7	Drug	Drug
205	728	DDI Type 8	Drug	Drug
205	733	DDI Type 77	Drug	Drug
205	739	DDI Type 77	Drug	Drug
205	740	DDI Type 77	Drug	Drug
205	742	DDI Type 77	Drug	Drug
205	743	DDI Type 3	Drug	Drug
205	747	DDI Type 7	Drug	Drug
205	753	DDI Type 77	Drug	Drug
205	766	DDI Type 7	Drug	Drug
205	767	DDI Type 77	Drug	Drug
205	770	DDI Type 7	Drug	Drug
205	775	DDI Type 5	Drug	Drug
205	779	DDI Type 7	Drug	Drug
205	789	DDI Type 7	Drug	Drug
205	793	DDI Type 77	Drug	Drug
205	795	DDI Type 77	Drug	Drug
205	1633	DDI Type 77	Drug	Drug
205	805	DDI Type 7	Drug	Drug
205	808	DDI Type 7	Drug	Drug
205	816	DDI Type 77	Drug	Drug
205	823	DDI Type 14	Drug	Drug
205	824	DDI Type 77	Drug	Drug
205	833	DDI Type 7	Drug	Drug
205	837	DDI Type 77	Drug	Drug
205	839	DDI Type 77	Drug	Drug
205	846	DDI Type 77	Drug	Drug
205	848	DDI Type 7	Drug	Drug
205	849	DDI Type 77	Drug	Drug
205	850	DDI Type 77	Drug	Drug
205	853	DDI Type 5	Drug	Drug
205	855	DDI Type 3	Drug	Drug
205	858	DDI Type 77	Drug	Drug
205	860	DDI Type 77	Drug	Drug
205	862	DDI Type 77	Drug	Drug
205	863	DDI Type 7	Drug	Drug
205	873	DDI Type 14	Drug	Drug
205	875	DDI Type 7	Drug	Drug
205	876	DDI Type 77	Drug	Drug
205	877	DDI Type 7	Drug	Drug
205	881	DDI Type 3	Drug	Drug
205	883	DDI Type 14	Drug	Drug
205	884	DDI Type 77	Drug	Drug
205	886	DDI Type 77	Drug	Drug
205	888	DDI Type 77	Drug	Drug
205	890	DDI Type 14	Drug	Drug
205	891	DDI Type 8	Drug	Drug
205	893	DDI Type 14	Drug	Drug
205	896	DDI Type 77	Drug	Drug
205	907	DDI Type 77	Drug	Drug
205	908	DDI Type 7	Drug	Drug
205	910	DDI Type 77	Drug	Drug
205	915	DDI Type 7	Drug	Drug
205	923	DDI Type 77	Drug	Drug
205	925	DDI Type 7	Drug	Drug
205	929	DDI Type 7	Drug	Drug
205	932	DDI Type 77	Drug	Drug
205	934	DDI Type 7	Drug	Drug
205	935	DDI Type 77	Drug	Drug
205	936	DDI Type 7	Drug	Drug
205	937	DDI Type 7	Drug	Drug
205	939	DDI Type 77	Drug	Drug
205	943	DDI Type 77	Drug	Drug
205	945	DDI Type 7	Drug	Drug
205	957	DDI Type 7	Drug	Drug
205	958	DDI Type 3	Drug	Drug
205	959	DDI Type 7	Drug	Drug
205	974	DDI Type 7	Drug	Drug
205	976	DDI Type 7	Drug	Drug
205	983	DDI Type 14	Drug	Drug
205	1000	DDI Type 7	Drug	Drug
205	1001	DDI Type 7	Drug	Drug
205	1003	DDI Type 7	Drug	Drug
205	1016	DDI Type 5	Drug	Drug
205	1025	DDI Type 7	Drug	Drug
205	1043	DDI Type 5	Drug	Drug
205	1046	DDI Type 5	Drug	Drug
205	1059	DDI Type 7	Drug	Drug
205	1061	DDI Type 7	Drug	Drug
205	1062	DDI Type 7	Drug	Drug
205	1070	DDI Type 5	Drug	Drug
205	1072	DDI Type 7	Drug	Drug
205	1084	DDI Type 7	Drug	Drug
205	1091	DDI Type 77	Drug	Drug
205	1093	DDI Type 77	Drug	Drug
205	1097	DDI Type 7	Drug	Drug
205	1098	DDI Type 7	Drug	Drug
205	1100	DDI Type 7	Drug	Drug
205	1101	DDI Type 5	Drug	Drug
205	1106	DDI Type 7	Drug	Drug
205	1108	DDI Type 77	Drug	Drug
205	1112	DDI Type 77	Drug	Drug
205	1114	DDI Type 7	Drug	Drug
205	1115	DDI Type 77	Drug	Drug
205	1118	DDI Type 77	Drug	Drug
205	1123	DDI Type 77	Drug	Drug
205	1125	DDI Type 16	Drug	Drug
205	1126	DDI Type 14	Drug	Drug
205	1575	DDI Type 77	Drug	Drug
205	1127	DDI Type 77	Drug	Drug
205	1129	DDI Type 7	Drug	Drug
205	1576	DDI Type 77	Drug	Drug
205	1132	DDI Type 7	Drug	Drug
205	1133	DDI Type 7	Drug	Drug
205	1140	DDI Type 7	Drug	Drug
205	1143	DDI Type 77	Drug	Drug
