ID	Node	Type
69443	XXUXXCZCUGIGPP-ACAGNQJTSA-N	Drug
69444	XXUXXCZCUGIGPP-UHFFFAOYSA-N	Drug
69445	XXVANIRQJXHHMA-SARSIMHWSA-N	Drug
69446	XXVQYUMJVNBNLA-ZACQAIPSSA-N	Drug
69447	XWUIEUCNKIBJAB-SSKDQPTCSA-N	Drug
69448	XXZIILLLBOPLBY-KCESLBEFSA-N	Drug
69449	XXZIILLLBOPLBY-KGYLXKDPSA-N	Drug
69450	XXUJMEYKYHETBZ-UHFFFAOYSA-N	Drug
69451	XXUHLUDUCZQMDI-UTYJZAQGSA-L	Drug
69452	XXRMYXBSBOVVBH-FYZOBXCZSA-N	Drug
69453	XXRMYXBSBOVVBH-RGMNGODLSA-N	Drug
69454	XXRMYXBSBOVVBH-UHFFFAOYSA-N	Drug
69455	XXROLDCQESZWTF-IEFPKRBPSA-K	Drug
69456	XXYRTFCLQHKIDU-MJVIPROJSA-N	Drug
69457	XXRHORKOBJFKDL-UHFFFAOYSA-N	Drug
69458	XXRDLHONNPJJFW-GQOWOHCOSA-N	Drug
69459	XXRCPHNWDYEHBJ-UCJRQDITSA-N	Drug
69460	XXPVCQMOIBCSDT-UHFFFAOYSA-N	Drug
69461	XXPVSQRPGBUFKM-SAPNQHFASA-N	Drug
69462	XXPVXRYPOYQVHN-JTQLQIEISA-N	Drug
69463	XXQAXZOFXMDOAM-OAHLLOKOSA-N	Drug
69464	XXROXFHCMVXETG-UWVGGRQHSA-N	Drug
69465	XXZIILLLBOPLBY-KEXUJGGDSA-N	Drug
69466	XXYQHNSHYOLBFT-UHFFFAOYSA-N	Drug
69467	XXYIANZGUOSQHY-XLPZGREQSA-N	Drug
69468	XXZIILLLBOPLBY-LVBDUCALSA-N	Drug
69469	XXZIILLLBOPLBY-PABYOWBDSA-N	Drug
69470	XXZIILLLBOPLBY-QPXQOZNCSA-N	Drug
69471	XXZIILLLBOPLBY-RTXPOLOASA-N	Drug
69472	XXZIILLLBOPLBY-XQQXVUDOSA-N	Drug
69473	XXZIILLLBOPLBY-XWQURZDVSA-N	Drug
69474	XXYNRADJSINGEO-SSHOXURBSA-N	Drug
69475	XXZIILLLBOPLBY-YWNPBTLJSA-N	Drug
69476	XXZJLDUBXREEDD-MQPAAPNVSA-N	Drug
69477	XXYVOHVTBJHXFJ-UHFFFAOYSA-N	Drug
69478	XXXRQJARRNNBRC-BPYMQLRLSA-N	Drug
69479	XXXSJQLZVNKRKX-YQRDHHIGSA-N	Drug
69480	XXXUKVXBKDQFQX-ZOWXZIJZSA-N	Drug
69481	XXXXOVFBXRERQL-ULQDDVLXSA-N	Drug
69482	XXZIILLLBOPLBY-ZQAYVECASA-N	Drug
69483	XWTALPIXEKTSAZ-NXCOISIBSA-N	Drug
69484	XWRHBGVVCOSNKO-OTCYKTEZSA-N	Drug
69485	XWRIIHRGMKHPHN-LLVPEOCGSA-N	Drug
69486	XXEBDPRHFAWOND-UHFFFAOYSA-M	Drug
69487	XXEDEGOAYSGNPS-ZOWNYOTGSA-N	Drug
69488	XXEIIEJSVKUHCZ-SJVSDXKXSA-N	Drug
69489	XXEISDBRYZQIMM-UHFFFAOYSA-N	Drug
69490	XXELXWZVVFMNHA-CDEMVWFCSA-N	Drug
69491	XXEPPPIWZFICOJ-LLVKDONJSA-N	Drug
69492	XXEBDPRHFAWOND-UHFFFAOYSA-L	Drug
69493	XXEPPPIWZFICOJ-NSHDSACASA-N	Drug
69494	XXDLUZLKHOVPNW-IHRRRGAJSA-N	Drug
69495	XXDIJWSZFWZBRM-BXXMKNEZSA-N	Drug
69496	XXCKFFAFJMNLBC-YSLWDUGSSA-P	Drug
69497	XXCKFJNPDRDYOK-CIXPGZJTSA-N	Drug
69498	XXCKFJNPDRDYOK-QHHAFSJGSA-N	Drug
69499	XXCSYVQZYURDLB-QWRGUYRKSA-N	Drug
69500	XXDSTGLUHVLWDL-QXXCSYONSA-N	Drug
69501	XXCXRVNSUQAYMM-UHFFFAOYSA-N	Drug
69502	XXEARWSQDQWKKF-KVWQTNEHSA-N	Drug
69503	XXCKFFAFJMNLBC-YSLWDUGSSA-N	Drug
69504	XXBBKQPFNKQHAQ-UHFFFAOYSA-N	Drug
69505	XXBDWLFCJWSEKW-UHFFFAOYSA-N	Drug
69506	XXBPHKHKRDOYCF-JSCOTLTNSA-M	Drug
69507	XXBPHKHKRDOYCF-JSCOTLTNSA-N	Drug
69508	XXBSUZSONOQQGK-FLRLBIABSA-N	Drug
69509	XXBSUZSONOQQGK-YVZJFKFKSA-N	Drug
69510	XXDVDTMEVBYRPK-XPUUQOCRSA-N	Drug
69511	XXBTWFRPYVFWSA-USRXDSLMSA-N	Drug
69512	XXBVUIDNUVBELT-CPWWYQHDSA-N	Drug
69513	XXBVUIDNUVBELT-JIOPRJIZSA-N	Drug
69514	XXBVUIDNUVBELT-LUYUGSQRSA-N	Drug
69515	XXBVUIDNUVBELT-OVJUEERBSA-N	Drug
69516	XXBVUIDNUVBELT-RPWGJLQWSA-N	Drug
69517	XXAWYHRGGJFCLJ-UHFFFAOYSA-N	Drug
69518	XXBVUIDNUVBELT-AMBSETBHSA-N	Drug
69519	XXBVUIDNUVBELT-UJCZQSIQSA-N	Drug
69520	XXDAFMSOQNYLBY-LURJTMIESA-N	Drug
69521	XXDATQFUGMAJRV-XIRDDKMYSA-N	Drug
69522	XWXBNJNOOSAFDW-DYEKYZERSA-N	Drug
69523	XWXBNJNOOSAFDW-OUCADQQQSA-N	Drug
69524	XWXBNJNOOSAFDW-SGMGOOAPSA-N	Drug
69525	XWXHOGFLJKTTBA-BCGPCUKQSA-N	Drug
69526	XWXIXPWFHRYZNW-GPWJREGUSA-N	Drug
69527	XWXLDVGDOHFZSG-XLBCKWNQSA-N	Drug
69528	XWXBNJNOOSAFDW-BZPMIXESSA-N	Drug
69529	XWXLGRKZBVPABR-UHFFFAOYSA-N	Drug
69530	XWXRVFUXLXYGHK-UHFFFAOYSA-M	Drug
69531	XWWHYXHHZWZRFL-CJWWKFRNSA-N	Drug
69532	XWWHPWNSSSAMOV-ZRJXWEMWSA-N	Drug
69533	XWVCHGXTKMKQBL-OKBRKQIJSA-N	Drug
69534	XWVDCVZOOVTJKF-RIYZIHGNSA-N	Drug
69535	XWVHBWQEYOROBE-HWKANZROSA-N	Drug
69536	XWWKOOGBTXFFDZ-BYSRJNKDSA-N	Drug
69537	XXDAFMSOQNYLBY-ZCFIWIBFSA-N	Drug
69538	XWXBFBNYADVVGP-MRVPVSSYSA-N	Drug
69539	XWWQXQSAOXPZDK-ZEEYSAAHSA-N	Drug
69540	XXDAXBZYUXLDRD-UHFFFAOYSA-N	Drug
69541	XXDDQPLHHUHJOU-IDTAVKCVSA-N	Drug
69542	XXDIJWSZFWZBRM-BPFVYSANSA-N	Drug
69543	XXDIJWSZFWZBRM-CKRZXURPSA-N	Drug
69544	XXASIZMFBGMRJL-DMOKIVMKSA-N	Drug
69545	XXAOXVBAWLMTDR-ZLUOBGJFSA-N	Drug
69546	XWWWWMGJQNMRKX-UHFFFAOYSA-N	Drug
69547	XXAOSEUPEMQJOF-KKUMJFAQSA-N	Drug
69548	XWWNMYFZBOZWKF-QMTYFTJSSA-N	Drug
69549	XWWNMYFZBOZWKF-YHAMSUFESA-N	Drug
69550	XWWNMYFZBOZWKF-ZGLDCBQPSA-N	Drug
69551	XWWQXQSAOXPZDK-RPNVBXTISA-N	Drug
69552	XWWQXQSAOXPZDK-YLUDRBKPSA-N	Drug
69553	XWWQXQSAOXPZDK-ZDUJPSQASA-N	Drug
69554	XWWMKHNRJFSZAC-NOSUCVEKSA-N	Drug
69555	XXWREFOKTUTPHF-ISTUKMMPSA-N	Drug
69556	XXBVUIDNUVBELT-VQSVPOMMSA-N	Drug
69557	XXCJVNMYGXUDBR-KAFGVYIRSA-N	Drug
69558	XWLXKKNPFMNSFA-HGQWONQESA-N	Drug
69559	XWMBSXFOZPVNQH-UHFFFAOYSA-N	Drug
69560	XWMMEBCFHUKHEX-ZJJHUPNDSA-N	Drug
69561	XWLPDPDFVWQKHJ-FHAGJXEFSA-N	Drug
69562	XWLPDPDFVWQKHJ-DFIYOIEZSA-N	Drug
69563	XWKIKXOZAGBKSO-UHFFFAOYSA-N	Drug
69564	XWLXGVGQYZORMW-UHFFFAOYSA-N	Drug
69565	XWKKYVJREGXHFO-BYPYZUCNSA-N	Drug
69566	XWKPSMRPIKKDDU-RCOVLWMOSA-N	Drug
69567	XWKPSRFWDUSJKH-GEDRIKOVSA-N	Drug
69568	XWKYXEIGWQYOCY-UHFFFAOYSA-N	Drug
69569	XWLHFTUCQDCSTJ-PNGDTKJZSA-N	Drug
69570	XWLJVRMXCXDYAH-CNGOIIRDSA-N	Drug
69571	XWLJVRMXCXDYAH-JCGGFKDSSA-N	Drug
69572	XWKNZWMZVKJEKJ-VGOFMYFVSA-N	Drug
69573	XWLJVRMXCXDYAH-PNQQXHNUSA-N	Drug
69574	XWLUVSYTCOKRQM-UHFFFAOYSA-N	Drug
69575	XWLPDPDFVWQKHJ-WZOHSFFVSA-N	Drug
69576	XWRIIHRGMKHPHN-UHFFFAOYSA-N	Drug
69577	XWRIIHRGMKHPHN-USRRKILKSA-N	Drug
69578	XWRNYKBJTXUZEB-UHFFFAOYSA-N	Drug
69579	XWROTTLWMHCFEC-UHFFFAOYSA-N	Drug
69580	XWSCEJVWSMFZTI-UHFFFAOYSA-M	Drug
69581	XWSIYTYNLKCLJB-CIUDSAMLSA-N	Drug
69582	XWLPDPDFVWQKHJ-ZYLNGJIFSA-N	Drug
69583	XWSLTTWKRKWHAT-UHFFFAOYSA-N	Drug
69584	XWUIHCZETFNRPA-IHPCNDPISA-N	Drug
69585	XWORXFNMQCQKKK-UHFFFAOYSA-N	Drug
69586	XWLPDPDFVWQKHJ-OHUGHZGNSA-N	Drug
69587	XWLPDPDFVWQKHJ-RLSLOFABSA-N	Drug
69588	XWLPDPDFVWQKHJ-RNHFSVANSA-N	Drug
69589	XWLPDPDFVWQKHJ-UMEGOILYSA-N	Drug
69590	XWSVFUHSNIIXMW-UHFFFAOYSA-N	Drug
69591	XXCJZFVZHPNILU-DTLWHLCPSA-N	Drug
69592	XWOSDRWRTNHQNR-UHFFFAOYSA-N	Drug
69593	XWMNERHJDTUVJN-MRAFHSIWSA-N	Drug
69594	XWNGZFCAANGSRW-UHFFFAOYSA-M	Drug
69595	XWNKYHHWGYBOJU-UHFFFAOYSA-N	Drug
69596	XWUNIDGEMNBBAQ-UHFFFAOYSA-N	Drug
69597	XWUODGWCMOMUQU-HWKANZROSA-N	Drug
69598	XWUXYAJOOMSNKT-UHFFFAOYSA-N	Drug
69599	XXBVUIDNUVBELT-XAEBNIDXSA-N	Drug
69600	XWMYAGMMKIDKPJ-DTKOOQATSA-I	Drug
69601	XXBVUIDNUVBELT-YENKVUBUSA-N	Drug
69602	XXBYGOMFAWLECS-XTLUQVADSA-N	Drug
69603	XXBYYQLCFDQVJY-JEPFLRBFSA-N	Drug
69604	XXCCRHIAIBQDPX-PEWBXTNBSA-N	Drug
69605	XXCCRHIAIBQDPX-PEWBXTNBSA-Q	Drug
69606	XXCDTYBVGMPIOA-FXQIFTODSA-N	Drug
69607	XXCHHAWXLBRHHY-NHCYSSNCSA-N	Drug
69608	XXBVUIDNUVBELT-ZQOCDUSVSA-N	Drug
69609	XWMMZDZUHSYSPU-RUHJPGJJSA-N	Drug
69610	XWMWNVWBHJDLED-PSLIRLAXSA-N	Drug
69611	XWMUTMUQIQRXHZ-MSIKBXLWSA-N	Drug
69612	XWNMORIHKRROGW-UHFFFAOYSA-N	Drug
69613	XWNOCINUJAJTTH-UHFFFAOYSA-N	Drug
69614	XWNYJTMVXNAWFA-MCEIDBOGSA-N	Drug
69615	XWOBNBRUDDUEEY-UWVGGRQHSA-N	Drug
69616	XWOBYGVFHSMINH-SSBFEFMJSA-N	Drug
69617	XWOGDCXWTYZPKJ-PDBLLJHRSA-N	Drug
69618	XWMWNVWBHJDLED-BJOHPYRUSA-N	Drug
69619	XWOGDCXWTYZPKJ-QCSIWSIHSA-N	Drug
69620	XWORGFMCZJWEQG-UHFFFAOYSA-N	Drug
69621	XWORGFMCZJWEQG-WWAZGZIUSA-N	Drug
69622	XWMMZDZUHSYSPU-ZADNKJPOSA-N	Drug
69623	XWMNRKXRGYSMGY-YWIDYDFISA-N	Drug
69624	XWMRKUPNQVITEC-ZSEKCTLFSA-N	Drug
69625	XWMUOGAMPYIGPG-NGEICVOHSA-O	Drug
69626	XWOHZIIPBYAMJX-KHBMLBSESA-N	Drug
69627	XUZKWORPTAYLRR-CWDLOFLHSA-N	Drug
69628	XXWMFMSFEDQPDK-UIWGRZGKSA-N	Drug
69629	XXWIQDJHUWRXJE-BIYFQWFSSA-N	Drug
69630	XVNXZMOLFFKQAU-LGVUCKNBSA-N	Drug
69631	XVNXZMOLFFKQAU-IZVMNLJQSA-N	Drug
69632	XVNXZMOLFFKQAU-ISCCLHIJSA-N	Drug
69633	XVNXZMOLFFKQAU-GNMOFYLKSA-N	Drug
69634	XVNXZMOLFFKQAU-FYQCMVGJSA-N	Drug
69635	XVNXZMOLFFKQAU-BUEREQSYSA-N	Drug
69636	XVNRNIWARCALGY-UAUNMXJXSA-N	Drug
69637	XVMLDDFWHNGJME-UHFFFAOYSA-N	Drug
69638	XVJRXGRWNAMAGP-OHUGHZGNSA-N	Drug
69639	XVJRXGRWNAMAGP-FHAGJXEFSA-N	Drug
69640	XVJRXGRWNAMAGP-DFIYOIEZSA-N	Drug
69641	XVJRTPYCVNQVIL-COSBGQAOSA-N	Drug
69642	XVJPOZBUOYPLTL-FQEVSTJZSA-N	Drug
69643	XVJJRCKMPNVUNA-HBGSFDFLSA-N	Drug
69644	XVJDFUQURIHDSJ-UHFFFAOYSA-N	Drug
69645	XVJBLWUIRSIIHQ-UHFFFAOYSA-N	Drug
69646	XVIZOEGEWDVLRY-FKIZINRSSA-N	Drug
69647	XVKYTNVMXZDVQT-UHFFFAOYSA-N	Drug
69648	XVLAPOPJFILILC-HUUCEWRRSA-N	Drug
69649	XVLCZNGPHDLPQN-KIFNXHISSA-N	Drug
69650	XVLLKXHIXKULDT-UHFFFAOYSA-N	Drug
69651	XVLLUZMFSAYKJV-GUBZILKMSA-N	Drug
69652	XVLMKWWVBNESPX-XVYDVKMFSA-N	Drug
69653	XVNXZMOLFFKQAU-NOMHHCBYSA-N	Drug
69654	XVLXBOQONSPNGH-UONOGXRCSA-N	Drug
69655	XVMFICQRQHBOOT-UHFFFAOYSA-N	Drug
69656	XVMFKSYZWYZRFY-AKTKDPFDSA-N	Drug
69657	XVJRXGRWNAMAGP-RNHFSVANSA-N	Drug
69658	XVMHOOYMJFUEQW-UHFFFAOYSA-N	Drug
69659	XVJRXGRWNAMAGP-RLSLOFABSA-N	Drug
69660	XVIRJCHXURZDMW-UHFFFAOYSA-N	Drug
69661	XVMDQBMZIUJUKI-UHFFFAOYSA-N	Drug
69662	XVNXZMOLFFKQAU-PBDKAQRYSA-N	Drug
69663	XVNZSJIKGJLQLH-RCWTZXSCSA-N	Drug
69664	XVOHBMBYVJHVEX-PVXVMCPWSA-N	Drug
69665	XVCPEZQLCJCIEA-VMEHZNMRSA-N	Drug
69666	XVCRXJQJSLVXCU-UHFFFAOYSA-N	Drug
69667	XVCVDNKCUNGTRP-GQCTYLIASA-N	Drug
69668	XVCXOPIQXLCWFY-MQQKCMAXSA-N	Drug
69669	XVDAYPGPTSMERQ-FSQWPIBHSA-N	Drug
69670	XVDLULKLSKWATQ-UHFFFAOYSA-N	Drug
69671	XVIHBNVDAPQBRH-OAHLLOKOSA-N	Drug
69672	XVDTVGCSKNNQAD-JTQLQIEISA-N	Drug
69673	XVEKFJDUKOTQPG-SDOWGJLVSA-N	Drug
69674	XVEOIKIXOSKAFL-BJASISCMSA-N	Drug
69675	XVEPGSHJPUDWKJ-RWYGWLOXSA-N	Drug
69676	XVEUTSYMDSLSBX-FOSBLDSVSA-N	Drug
69677	XVCFRUVXGHDEOC-UHFFFAOYSA-N	Drug
69678	XVEVCPOACUOIOH-AEPXPHGDSA-N	Drug
69679	XVDWNSFFSMWXJJ-ASTDGNLGSA-N	Drug
69680	XVKKDSXATIEDAB-SDZNIUIJSA-N	Drug
69681	XVIJGBVFPGZOOI-VKHMYHEASA-N	Drug
69682	XVNLTOYURBTNMA-YWPUXERESA-N	Drug
69683	XVOHELPNOXGRBQ-NXAIOARDSA-N	Drug
69684	XVOHELPNOXGRBQ-SJUGDSPGSA-N	Drug
69685	XVONCLBBPYXJHJ-UHFFFAOYSA-N	Drug
69686	XVNRNIWARCALGY-UAUNMXJXSA-L	Drug
69687	XVMMEYCPXZYLAI-UHFFFAOYSA-M	Drug
69688	XVMMEYCPXZYLAI-UHFFFAOYSA-N	Drug
69689	XVIPCWLIFRBCRP-RNPYNJAESA-N	Drug
69690	XVMNSRXVKUOGOY-PPBDDGJCSA-N	Drug
69691	XVMYBILMFHGCPE-UHFFFAOYSA-N	Drug
69692	XVMYWSXJMUXOAC-UHFFFAOYSA-N	Drug
69693	XVNAFNBOGQDDHW-UHFFFAOYSA-N	Drug
69694	XVNDJROXVPBPBY-GGWOSOGESA-N	Drug
69695	XVNDVHHGJITVAO-PJXVBTCXSA-N	Drug
69696	XVNKMDSYLQAATP-XQRVVYSFSA-N	Drug
69697	XVMUJEVXMOHDQB-FLPRELMKSA-N	Drug
69698	XVJXRFRHWWJGLK-HZFUHODCSA-N	Drug
69699	XVJRXGRWNAMAGP-ZYLNGJIFSA-N	Drug
69700	XVJRXGRWNAMAGP-WZOHSFFVSA-N	Drug
69701	XVANEVHAXZLZTM-QQMNAOGKSA-N	Drug
69702	XVANEVHAXZLZTM-QZMQVMSPSA-N	Drug
69703	XVANEVHAXZLZTM-SAHWJRBASA-N	Drug
69704	XVANEVHAXZLZTM-SEPYTNNBSA-N	Drug
69705	XVANEVHAXZLZTM-YGKZAACZSA-N	Drug
69706	XVAPVJNJGLWGCS-ACZMJKKPSA-N	Drug
69707	XVANEVHAXZLZTM-MFEFFIJZSA-N	Drug
69708	XVAPYJWHIDKJRH-AYLVRZIOSA-N	Drug
69709	XVARCVCWNFACQC-UHFFFAOYSA-N	Drug
69710	XVASOOUVMJAZNJ-MBNYWOFBSA-N	Drug
69711	XVAUJOAYHWWNQF-ZLUOBGJFSA-N	Drug
69712	XVAVNXUVEBPKNU-UHFFFAOYSA-M	Drug
69713	XUYPXLNMDZIRQH-UHFFFAOYSA-N	Drug
69714	XUWTZJRCCPNNJR-UHFFFAOYSA-N	Drug
69715	XVARCVCWNFACQC-RKQHYHRCSA-N	Drug
69716	XUXBOSSCMLZGTA-UHFFFAOYSA-N	Drug
69717	XVANEVHAXZLZTM-HKARXFIJSA-N	Drug
69718	XVAMCHGMPYWHNL-UHFFFAOYSA-N	Drug
69719	XUZKWORPTAYLRR-GGBSJPMNSA-N	Drug
69720	XUZKWORPTAYLRR-GVUKDKGQSA-N	Drug
69721	XUZKWORPTAYLRR-LLZJGCNPSA-N	Drug
69722	XUZKWORPTAYLRR-NOOIUNMQSA-N	Drug
69723	XUZKWORPTAYLRR-QIGHUWCUSA-N	Drug
69724	XVALYPLEYAVREQ-ZJPHBKLHSA-N	Drug
69725	XVANEVHAXZLZTM-DGGJZMOXSA-N	Drug
69726	XVBFDFFOYTTYHD-OSFYFWSMSA-N	Drug
69727	XVBIZWCWDZDOMC-KHGBDAPZSA-N	Drug
69728	XVBIZWCWDZDOMC-UEPNLKFNSA-N	Drug
69729	XVBDDUPJVQXDSI-PEFMBERDSA-N	Drug
69730	XVAJKPNTGSKZSQ-UHFFFAOYSA-N	Drug
69731	XVBCBEUDXRDOLG-UHFFFAOYSA-N	Drug
69732	XVBBVBUMPPXULW-XYIYAAJRSA-N	Drug
69733	XVBIZWCWDZDOMC-DTNXCNQSSA-N	Drug
69734	XVCDTACMJMYHGB-XMAWOQQISA-N	Drug
69735	XUXGUZSWIDJNES-RQOIEFAZSA-N	Drug
69736	XUXNAKZDHHEHPC-UHFFFAOYSA-M	Drug
69737	XUWBDQAPIZBSRY-UHFFFAOYSA-N	Drug
69738	XUWBMGZNJBLYOF-UHFFFAOYSA-N	Drug
69739	XUWFVQBWIZCUPH-BPLATXDXSA-N	Drug
69740	XUWHAWMETYGRKB-UHFFFAOYSA-N	Drug
69741	XUWPJKDMEZSVTP-LTYMHZPRSA-N	Drug
69742	XUYANFPPYJSBPU-QMMMGPOBSA-N	Drug
69743	XUVTWGPERWIERB-IHRRRGAJSA-N	Drug
69744	XUYJLQHKOGNDPB-UHFFFAOYSA-N	Drug
69745	XUYPXLNMDZIRQH-LURJTMIESA-M	Drug
69746	XUYPXLNMDZIRQH-UHFFFAOYSA-M	Drug
69747	XUYAYNRYVXHNOQ-UHFFFAOYSA-N	Drug
69748	XUYJLQHKOGNDPB-UHFFFAOYSA-L	Drug
69749	XVBIZWCWDZDOMC-VNYSJGGHSA-N	Drug
69750	XVJRXGRWNAMAGP-UMEGOILYSA-N	Drug
69751	XUYMRSHCNSDJAN-HOCGWRALSA-N	Drug
69752	XUXKVNJUTDUDAN-PGUFJCEWSA-N	Drug
69753	XUVPOXDPZPEOEL-HJFLAXLTSA-N	Drug
69754	XUVKSPPGPPFPQN-UHFFFAOYSA-N	Drug
69755	XUXTVLKGKGXAFS-UHFFFAOYSA-N	Drug
69756	XUXUHDYTLNCYQQ-UHFFFAOYSA-N	Drug
69757	XUXVUUBDVADVNV-UHFFFAOYSA-N	Drug
69758	XUXXDJLUAMCRLH-IHRRRGAJSA-N	Drug
69759	XUYAKPXYKQEFPD-SFDCQRBFSA-N	Drug
69760	XUWSHXDEJOOIND-ZATIHQEFSA-N	Drug
69761	XUVKTFLRSCIJEP-VZMLLMINSA-N	Drug
69762	XUYANFPPYJSBPU-QMMMGPOBSA-M	Drug
69763	XUUWVCYHHXPIAQ-KIHGJWCTSA-M	Drug
69764	XUUWVCYHHXPIAQ-KIHGJWCTSA-N	Drug
69765	XUUXCWCKKCZEAW-UHFFFAOYSA-N	Drug
69766	XUUXCWCKKCZEAW-YFKPBYRVSA-N	Drug
69767	XUVHWWHRMKGYMV-UHFFFAOYSA-N	Drug
69768	XUVHXSZZCICDTF-UHFFFAOYSA-N	Drug
69769	XUWSHXDEJOOIND-UHFFFAOYSA-N	Drug
69770	XVBIZWCWDZDOMC-ZIDJWUOVSA-N	Drug
69771	XVBLIBBZFINETP-WUIGUQKRSA-N	Drug
69772	XVBOMSSVWLYKOE-NCTBRQJPSA-N	Drug
69773	XXHBLSWAKHZVLN-UHFFFAOYSA-M	Drug
69774	XXHBLSWAKHZVLN-UHFFFAOYSA-N	Drug
69775	XXHBQOHASACCAP-UHFFFAOYSA-N	Drug
69776	XXHCDBRWXKYSBK-NOAMYHISSA-N	Drug
69777	XXHCDOHPIMQVNF-UHFFFAOYSA-N	Drug
69778	XXGBPWONQCELLQ-QLSUIZBQSA-N	Drug
69779	XXGVEGOHLBTMHG-UHFFFAOYSA-N	Drug
69780	XXHDAWYDNSXJQM-UHFFFAOYSA-N	Drug
69781	XXGAOTSQBKOYBL-UHFFFAOYSA-N	Drug
69782	XXEWFEBMSGLYBY-UHFFFAOYSA-N	Drug
69783	XXEWFEBMSGLYBY-ZETCQYMHSA-N	Drug
69784	XXEWFEBMSGLYBY-ZETCQYMHSA-O	Drug
69785	XXEZBUQSFPDVPL-BYIGHTSFSA-N	Drug
69786	XXEZBUQSFPDVPL-KVNBTJPBSA-N	Drug
69787	XXGBLYFVTUUMGE-UHFFFAOYSA-N	Drug
69788	XXEZYGJTPZLGFF-UHFFFAOYSA-N	Drug
69789	XXGQRGQPGFYECI-WDSKDSINSA-N	Drug
69790	XXGNHNVGQFEGME-RCTAOEEJSA-N	Drug
69791	XXNRUBCOJRWEOM-UHFFFAOYSA-N	Drug
69792	XXNSCVDJXOAZKG-UHFFFAOYSA-N	Drug
69793	XXNWSGSWDRDYLR-NVZZXFSUSA-N	Drug
69794	XXNXFWDNPYKFDJ-ORHYLEIMSA-N	Drug
69795	XXNYYSXNXCJYKX-DCAQKATOSA-N	Drug
69796	XXNYZYBYNFRERU-UILZBOIPSA-N	Drug
69797	XXGNHNVGQFEGME-WSOYEBOPSA-N	Drug
69798	XXOJFDXWTRAJPB-UHFFFAOYSA-N	Drug
69799	XXOTXZKHNZSWSZ-RYKHLLNTSA-N	Drug
69800	XXJYXMGEJZQJKL-UHFFFAOYSA-N	Drug
69801	XXJWXESWEXIICW-UHFFFAOYSA-N	Drug
69802	XXGCZJDHXNLZDQ-UHFFFAOYSA-O	Drug
69803	XXGGUYOBOGKLEA-SDUBJODWSA-N	Drug
69804	XXGNHNVGQFEGME-OJJQZRKESA-N	Drug
69805	XXORJGREYJVNHF-UHFFFAOYSA-N	Drug
69806	XXNRHOAJIUSMOQ-UHFFFAOYSA-N	Drug
69807	XXFACTAYGKKOQB-SSDOTTSWSA-N	Drug
69808	XXFDGELVIZKSQK-UOEFSQSHSA-N	Drug
69809	XXHKWVKVYRKBJP-UHFFFAOYSA-N	Drug
69810	XXHMZNPASHQZPM-UHFFFAOYSA-N	Drug
69811	XXHOOMDZSRQLMD-VFCOFNOGSA-N	Drug
69812	XXHQUPUACYOBLJ-LRJFGXOXSA-N	Drug
69813	XXHSKVZXPIQTFH-CKBZENMVSA-N	Drug
69814	XXHSUYNZCSBPBG-GZIDCZEMSA-N	Drug
69815	XXHGGLKQZUXJDI-UHFFFAOYSA-N	Drug
69816	XXHYVIAFVXYMHA-RHBIEUIISA-N	Drug
69817	XXHZZFPPMBYCIH-UHFFFAOYSA-N	Drug
69818	XXIIMWWMOJXDLK-AQASXUMVSA-N	Drug
69819	XXPOVHWBIPWWOX-UHFFFAOYSA-N	Drug
69820	XXVVYSHKWQZBNI-UHFFFAOYSA-N	Drug
69821	XXWBHOWRARMUOC-NHCYSSNCSA-N	Drug
69822	XXWCODXIQWIHQN-UHFFFAOYSA-N	Drug
69823	XXHYXFNPVYWIDX-UHFFFAOYSA-N	Drug
69824	XXFCBPIMGMNTRN-UHFFFAOYSA-N	Drug
69825	XXIIEYJRIARBIR-LLVKDONJSA-N	Drug
69826	XXIIMWWMOJXDLK-MRBUWEIXSA-N	Drug
69827	XXFFZCKSFHQEMN-JPDWBOAPSA-N	Drug
69828	XXFIIAJCQFUWKG-UHFFFAOYSA-N	Drug
69829	XXFSQQBOVKSJFP-DIBSRUJTSA-N	Drug
69830	XXFUEPJMSRNLDG-UHFFFAOYSA-N	Drug
69831	XXFWORVXCSJJAD-DYPPFNBKSA-N	Drug
69832	XXFYBCRYOMKRSF-UHFFFAOYSA-N	Drug
69833	XXIIMWWMOJXDLK-JPYSRSMKSA-N	Drug
69834	XXGBCFDTQQQLPZ-IQHSSVNRSA-N	Drug
69835	XXIKYCPRDXIMQM-UHFFFAOYSA-N	Drug
69836	XXIVHZDCMHWIOX-UHFFFAOYSA-N	Drug
69837	XXJDYWYVZBHELV-TUSQITKMSA-N	Drug
69838	XXJNUAYGKYFCTM-KMHGCERFSA-M	Drug
69839	XXJNZEUPNUTKTE-NLDZOOGBSA-N	Drug
69840	XXJNZGPUCVMTGE-OKPLFKEKSA-N	Drug
69841	XXIKKMLIDXLAIK-RFKFVWFBSA-N	Drug
69842	XXWKSTIQXSQOPK-UHFFFAOYSA-N	Drug
69843	XXNOGQJZAOXWAQ-UHFFFAOYSA-N	Drug
69844	XXNKCLVHOZOIOC-UHFFFAOYSA-N	Drug
69845	XVICITRICMHFQQ-PYLKPETHSA-N	Drug
69846	XVIFXAAFEURGNL-HCVFKDEGSA-N	Drug
69847	XVGJFJFVLUTQTK-FZIATNMDSA-N	Drug
